,名称/规格,规格,批准文号,月售,评分,currentPrice,originalPrice
1540,南通 王氏保赤丸 60丸/支*10支/盒,60丸*10支,国药准字Z32020645,,,39.8,
1541,[米阿卡]小儿咽扁颗粒+[葵花]小儿咳喘灵口服液8gx8袋+10mlx6支x2盒,,,,,61.2,
1542,[盖笛欣]复方碳酸钙泡腾颗粒+小葫芦毛巾（赠品）1.5gx30袋x2盒(盖笛欣)+1条(毛巾),,,,,112,
1543,【处方药】易坦静 氨溴特罗口服溶液 60ml,60mL,国药准字H20040317,,评分5,25.8,
1544,可威 磷酸奥司他韦颗粒 15mgx12袋,15mgx12袋,国药准字H20080763,,,68,
1545,【处方药】同仁堂 小儿化食丸 1.5g*10丸,1.5g*10丸,国药准字Z11020017,,评分4,16.5,
1546,仁和 布洛芬混悬液 45ml（2%）,45ml（2%）,国药准字H20030648,,评分4.5,25,
1547,仁和 小儿感冒颗粒 12g*8袋/盒,12g*8袋,国药准字Z20054623,,,23.1,
1548,优卡丹 小儿清咽颗粒 6g*9袋,6g*9袋,国药准字Z35020051,,,30.2,
1549,葵花 小儿淸解冲剂 4gx10袋,4gx10袋,国药准字Z19983049,,,33.8,
1550,达坦近 氨溴特罗口服溶液 60ml,60mL,国药准字H20183185,,,28.7,
1551,敬修堂 羚黄宝儿丸0.3克*2瓶/盒,60粒/盒,国药准字Z44020923,,,33.5,
1552,再林 阿莫西林颗粒 0.125g*24袋/盒,0.125g*24袋/盒,国药准字H13024512,,,19.3,
1553,仁和 阿莫西林颗粒 0.125g*18袋/盒,0.125g*18袋/盒,国药准字H34023727,,,18,
1554,可威 磷酸奥司他韦颗粒 25mg*10袋/盒,25mg*10袋/盒,国药准字H20093721,,,99,
1555,葵花 对乙酰氨基酚滴剂 25ml(10%),25ml(10%）,国药准字H20093615,,,28.7,
1556,[优卡丹]小儿氨酚烷胺颗粒+[麦金利]维生素C软糖(蓝莓味)6gx15袋+168g,,,,,35,
1557,小儿感冒用药组合([美林]布洛芬混悬液+[伊可新]维生素AD滴剂),,,,,62,
1558,联邦 阿莫西林颗粒 0.125gx12袋,0.125gx12袋,国药准字H44024970,,,12,
1559,顺尔宁  孟鲁司特钠咀嚼片  4mg*30片/盒,4mg*30片/盒,国药准字J20130053,,,180,
1560,[优卡丹]小儿氨酚黄那敏颗粒+[新康泰克]通气鼻贴(儿童型)3gx15袋+8片,,,,,29,
1561,同仁堂 小儿至宝丸 1.5g*10丸/盒,1.5g*10丸,国药准字Z11020034,,,16.5,
1562,小儿氨酚烷胺颗粒+小儿肺热咳喘颗粒+小儿咽扁颗粒],,,,,68.2,
1563,[优卡丹]小儿氨酚黄那敏颗粒+[麦金利]维生素C软糖(蓝莓味)3gx15袋+168g,,,,,30.8,
1564,常为康 枫蓼肠胃康颗粒 8g*6袋,8g*6袋,国药准字Z10910055,月售2份,,23,
1565,【处方药】京新 康复新液 100ml,100mL,国药准字Z15020805,,,35,
1566,葵花 胃康灵颗粒 4g*10袋/盒,4g*10袋,国药准字Z20090010,月售4份,,31.3,
1567,江中 胃康灵胶囊 15粒/板×3板/盒,15粒/板×3板/盒,国药准字Z20063497,,,30.2,
1568,迪先 硫糖铝口服混悬液 120ml:24g/瓶,120mL,国药准字H10960186,,,30,
1569,日本大幸 康腹止泻片 0.24g*24片,24片,国药准字Z20090009,月售1份,评分4,48.8,
1570,益君康 复方嗜酸乳杆菌片 12片/盒,0.5g*6片*2板,国药准字H10940114,,,41,
1571,仁和 铝碳酸镁咀嚼片 0.5g*20片,0.5g*20片,国药准字H20067251,月售3份,,23.6,
1572,葫芦爸 肠炎宁胶囊 12粒*4板/盒,12粒*4板,国药准字Z20060105,,,36,
1573,羚锐 舒腹贴膏 4贴,4贴,国药准字Z20053745,,,37.8,
1574,康恩贝 肠炎宁片 0.42g*60片,0.42g*60片,国药准字Z36020518,月售16份,评分4.3,43.9,48
1575,仁和  奥美拉唑肠溶胶囊  20mg×14粒/瓶,20mgx14粒,国药准字H20093291,月售7份,,29.8,
1576,仁和 枸橼酸铋钾胶囊 0.3g*24粒,0.3g*24粒,国药准字H20033756,月售1份,,24.2,
1577,中新 盐酸小檗碱片 0.1g*100片,0.1g*100s,国药准字H11020962,月售19份,评分4.1,19.7,
1578,[曙光]口服补液盐散(Ⅱ),,,月售4份,评分4.3,5.3,
1579,999 气滞胃痛颗粒 5g*12袋/盒,5g*12袋,国药准字Z21021522,月售5份,评分4.5,25.2,
1580,[999]养胃舒颗粒10gx6袋,,,月售1份,,26.3,
1581,扬子江 胃苏颗粒(无糖型) 5g*9袋 （新旧包装随机发货）,5g*9袋,国药准字Z10950007,月售3份,,23.5,
1582,喇叭牌 正露丸 0.22g*50丸/盒,0.22g*50丸,国药准字Z20100002,月售4份,评分5,27.3,
1583,安达 铝镁加混悬液 15ml：1.5g*12袋/盒,15ml：1.5g,国药准字H10980322,,,28.5,
1584,华山牌 摩罗丹 9g*9丸,9g*9丸,国药准字Z13021325,,评分5,28.1,
1585,扬子江 胃苏颗粒 15g*9袋,15g*9袋,国药准字Z10930002,月售2份,,24.8,
1586,丹南泰 和胃整肠丸 120丸,120丸,进口药品注册证Z20090004,月售1份,评分4,60.9,
1587,斯达舒 维U颠茄铝胶囊II 16粒,16粒,国药准字H22026232,月售3份,,31,
1588,天士力 荆花胃康胶丸 80mg*18粒,80mg*18粒,国药准字Z10970067,,,46,
1589,济诺 雷贝拉唑钠肠溶胶囊 10mg*7粒,10mg*7粒,国药准字H20040916,,,32,
1590,【处方药】乐仁堂 胃肠安丸 24粒(80mg/4粒)*2瓶,24粒(80mg/4粒)*2瓶,国药准字Z10880010,月售1份,,36,
1591,达喜 铝碳酸镁咀嚼片 胃痛胃疼 30片,0.5g*30片,国药准字H20013410,月售31份,评分4.3,24,39.9
1592,老山 胃乐宁片 20片*4板,80片,国药准字Z32021112,,,47.3,
1593,整肠生 地衣芽孢杆菌活菌胶囊 0.25g*36粒,0.25g*36s,国药准字S10950019,月售14份,评分4.5,42.7,48.5
1594,立卫克 奥美拉唑肠溶胶囊 20mg 28粒*1瓶,20mg 28粒*1瓶,国药准字H20056577,月售8份,评分4,12,
1595,【处方药】好医生 康复新液 50ml*2瓶,50ML*2瓶,国药准字Z51021834,月售4份,评分4,39.8,
1596,济诺 雷贝拉唑钠肠溶胶囊 20mg*7粒,20mg*7粒,国药准字H20061220,月售1份,,48,
1597,思密达 蒙脱石散(桔子味) 3g*15袋,3g*15袋,国药准字H20000690,月售3份,,41.8,
1598,葵花 胃康灵胶囊 0.4g*48粒/盒,0.4g*12粒*4板,国药准字Z22023685,月售1份,评分4.2,39.7,
1599,仁和 复方黄连素片 18片x2板,18片x2板,国药准字Z42020300,月售3份,,16.4,
1600,仁和 胶体果胶铋胶囊 50mg*24粒/盒,50mg*24粒/盒,国药准字H20173034,月售2份,,18.4,
1601,华山牌 摩罗丹 16粒*9袋,9g*9丸,国药准字 Z20090013,,,36,
1602,奥克 奥美拉唑肠溶胶囊 20mg*14粒/瓶,20mg*14粒/瓶,国药准字H10950086,,,42,
1603,瑞波特 雷贝拉唑钠肠溶片 10mg*14片/盒,10mg*14片,国药准字H20020330,月售6份,,45,
1604,枫蓼肠胃康片 0.2g*12s*2板/盒,0.2g*12s*2板,国药准字Z19993354,月售3份,,14.5,
1605,迪康 雷贝拉唑钠肠溶片 20mg*5片/盒,20mg*5片/盒,国药准字H20040715,,,40,
1606,美罗 海洋胃药 0.32g*72片,0.32g*72片,国药准字Z21021419,,,30.5,
1607,立可安 复方木香小檗碱片 12片,12片,国药准字H42022410,月售1份,,41.8,
1608,三金 复方田七胃痛胶囊 0.5g*20粒,0.5g*10粒*2板,国药准字Z45020611,,评分5,29.4,
1609,康恩贝 肠炎宁颗粒 10gx6袋/盒,10gX6袋,国药准字Z20050192,,,60.9,
1610,昆中药 止泻利颗粒 15g*8袋/盒,15g*8袋/盒,国药准字Z53020880,,,40.4,
1611,仁和 泮托拉唑钠肠溶片 40mgx10片/盒,40mgX10片,国药准字H20059019,月售3份,,42.5,
1612,【处方药】仁和 兰索拉唑肠溶片 15mg*10片,15mg*10片,国药准字H20084414,,,28.5,
1613,仁和 维U颠茄铝胶囊 12粒,12粒,国药准字H14022788,,评分5,20.8,
1614,三九胃泰 三九胃泰颗粒 6袋装,6袋,国药准字Z44020705,月售16份,评分4.1,10,17.8
1615,洛赛克 奥美拉唑镁肠溶片 20mg*14片,20mg*14片,国药准字J20080096,月售1份,,178,
1616,仁和 胃灵颗粒 5g*9袋/盒,5g*9袋,国药准字Z36021816,月售1份,评分5,31,
1617,整肠生 地衣芽孢杆菌活菌胶囊 6粒,6粒,国药准字S10950019,月售14份,,12.8,
1618,999 温胃舒颗粒 10g*6袋,10G*6袋,国药准字Z34020733,月售8份,,16.8,
1619,同仁堂 附子理中丸 9g*10丸,9g*10丸,国药准字Z11020053,,,17.7,
1620,仁和 六味木香胶囊  0.35g*20粒/盒,0.35g*20粒,国药准字Z36021041,,,26.8,
1621,王老吉 保济丸 3.7g*20瓶,3.7g*20瓶,国药准字Z44020610,月售1份,评分4,13,
1622,中美华东 泮托拉唑钠肠溶胶囊 40mg*7粒,40mg*7粒,国药准字H20010032,月售1份,,39.8,
1623,洛赛克 奥美拉唑镁肠溶片 10mgx7片,10mgx7片,国药准字H20067766,月售1份,,68.1,
1624,仁和 猴头菌片 12片x3板/盒,12片x3板,国药准字Z32020977,,,21.5,
1625,新乐 固本益肠片 0.32g*100片,0.32g*100s,国药准字Z10940035,月售6份,,23.7,
1626,得必泰 复方铝酸铋颗粒 1.3g*18袋/盒,1.3g*18袋/盒,国药准字H10950319,,,21,
1627,易蒙停 盐酸洛哌丁胺胶囊 2mg*6粒/盒,2mg*6粒/盒,国药准字H10910085,,,10.5,
1628,同仁堂 四神丸 27g,27G,国药准字Z13020656,,,5.5,
1629,枸椽酸铋钾片/替硝唑片/克拉霉素片组合包装  8片/盒,8片*0.3g*0.5g*0.25g,国药准字H10900084,,,28,
1630,养胃舒 养胃舒胶囊 0.4g*12粒/盒,0.4g*12s,国药准字Z34020734,,,15.2,
1631,扬子江 荜铃胃痛颗粒 5g*6袋,5gx6袋,国药准字Z19990069,,,39.6,
1632,凯程必治 复方铝酸铋片 50片,10s*5板,国药准字H23022132,,评分5,11.8,
1633,【处方药】耐信 埃索美拉唑镁肠溶片 20mg*7片,20mg*7片/板/盒,国药准字H20046379,月售1份,,75,
1634,【处方药】施维舒 替普瑞酮胶囊 50mg*20粒,50mg*20粒,国药准字H20093656,月售1份,,28,
1635,丽珠得乐 枸橼酸铋钾胶囊 0.3g*40粒,0.3g*10粒*4板,国药准字H10920098,月售2份,评分5,34.4,
1636,波利特 雷贝拉唑钠肠溶片 10mg*7片/板*1板,10mg*7片/板*1板,国药准字H20090091,,,98,
1637,【处方药】惠迪 美沙拉嗪肠溶片 0.25g*24片,0.25g*24片,国药准字H19980148,,,39,
1638,辅仁 参芪健胃颗粒 16g*8袋,16g*8袋,国药准字Z10983120,,,31.7,
1639,王老吉 保济口服液 10ml*10支,10ml*10支,国药准字Z44020582,,评分4.3,15.3,
1640,丽珠得乐 枸橼酸铋钾颗粒 56袋,56袋,国药准字H10900086,月售1份,,42.7,
1641,仕卫 法莫替丁钙镁咀嚼片 12片,12片,国药准字H20052502,月售1份,,35.2,
1642,云鹏 猴头菌片 0.25g*100片/盒,0.25g*100片,国药准字Z14020474,,,7.5,
1643,耐信 埃索美拉唑镁肠溶片 40mg*7片/盒,40mg*7片/盒,国药准字H20046380,,,118,
1644,【处方药】壹丽安 艾普拉唑肠溶片 0.005g*6片*1瓶,0.005g*6片,国药准字H20070256,,,95,
1645,谷参 复方谷氨酰胺肠溶胶囊 24粒/盒,24粒/盒,国药准字H51023598,,,31.2,
1646,[青平]复方氢氧化铝片,,,,,8.3,
1647,【处方药】膜固思达 瑞巴派特片 0.1g*12片,0.1g*12片,国药准字H20020541,,,22.2,
1648,颇得斯安 美沙拉秦缓释片 0.5g*100片,0.5g*100片,国药准字H20130391,,,598,
1649,【处方药】谓葆 猴头菌提取物颗粒 3g*12袋,3g*12袋,国药准字H14023099,,,29,
1650,[康恩贝]肠炎宁片+[仁和]健胃消食片,,,月售1份,,49.9,
1651,【2盒装】[999]养胃舒颗粒10gx6袋x2盒,,,月售1份,,32,
1652,家庭健康防护组合,,,,,93,
1653,天施康 复方陈香胃片 0.56g*48片/盒,0.56g*48片/盒,国药准字Z36021569,,,12,
1654,[老山]胃乐宁片(薄膜衣)+[斯达舒]维U颠茄铝胶囊Ⅱ20片x4板+16粒,,,,,69,
1655,天宏 美沙拉秦栓 1g*7粒/盒,1g*7粒,国药准字H20065650,,,39,
1656,京新 康复新液 50ml*2瓶/盒,50ml*2瓶/盒,国药准字Z15020805,,,39.8,
1657,999 养胃舒颗粒 5g*56袋,56袋*5g(低糖型),国药准字Z34020289,,,259,
1658,莎尔福 美沙拉秦栓 0.5g*30粒,0.5g*30粒,国药准字H20100126,,,716,
1659,同仁堂 肉蔻四神丸 6g *12袋/盒,6g *12袋,国药准字Z11020644,,,28,
1660,[999]三九胃泰颗粒+[仁和]铝碳酸镁咀嚼片,,,,,58,
1661,谷参 复方谷氨酰胺肠溶胶囊 36粒,36粒,国药准字H51023598,,,49,
1662,【处方药】金戈 枸橼酸西地那非片 50mg*5片,50mg*5片,国药准字H20143255,月售4份,评分4,138,
1663,金戈 枸橼酸西地那非片 25mg*3片/盒,25mg*3片,国药准字H20173089,月售3份,,54,
1664,金钱 复方金钱草颗粒 10gx18袋,10gx18袋,国药准字Z45021680,月售1份,,39.8,
1665,万艾可 枸橼酸西地那非片   50mg*2片/盒,50mg*2片,详见说明书,月售3份,,98,125
1666,万艾可 枸橼酸西地那非片 0.1g*1片,0.1g*1片,国药准字H20020528,月售7份,,85.16,108
1667,【处方药】金戈 枸橼酸西地那非片 50mg*1片,50mg*1片,国药准字H20143255,月售2份,,38,
1668,Warmen/威门 热淋清颗粒 4g*8袋,4g*8袋,国药准字Z52020383,月售1份,评分4,38,
1669,希爱力 他达拉非片 20mg*1片,20mg*1片,注册证号H20170284,,,108,
1670,华丹 银花泌炎灵片 0.5g*12片*2板,0.5g*12片*2板,国药准字Z19991090,,,39,
1671,杨济生 排石颗粒 20g*12袋/盒,20g*12袋/盒,国药准字Z10950182,,,18.8,
1672,同仁堂 桂附地黄丸 360丸,360丸,国药准字Z20055685,,,12.5,
1673,【处方药】九芝堂 金锁固精丸 0.2g*360丸,0.2g*360丸,国药准字Z20023342,月售1份,,24,
1674,【处方药】前列康 普乐安片 0.57g*150片,0.57g*150片,国药准字Z33020303,,,36,
1675,【处方药】三九 肾石通颗粒 15g*10袋,15g*10袋,国药准字Z43020338,,,18,
1676,隆顺榕 癃清片 0.6g*16片*3板/盒,0.6g*16片*3板,国药准字Z10920030,,,54,
1677,【处方药】金戈 枸橼酸西地那非片 50mg*10片,50mg*10片,国药准字H20143255,,,298,
1678,同仁堂 五子衍宗丸 60g,60g*1瓶,国药准字Z11020188,月售4份,评分4,28,
1679,以岭药业 夏荔芪胶囊 0.45g*12粒*2板/盒,0.45g*12粒*2板/盒,国药准字Z20123085,,,38.9,
1680,威门 热淋清颗粒 8g*6袋,8g*6袋,国药准字Z52020383,,,25.5,
1681,同仁堂 桂附地黄丸 9g*10丸,9g*10s大蜜丸,国药准字Z11020485,,评分4,21.8,
1682,至威  甲磺酸酚妥拉明片  40mg*3片/盒,40mg*3片,国药准字H20030513,,,15,
1683,颈复康 复方石韦片 0.4g*30片/盒,0.4g*30片/盒,国药准字Z13020894,,,15.8,
1684,【处方药】步长 前列舒通胶囊 36粒,36粒,国药准字Z20027140,,评分4,52,
1685,汇仁 肾宝片 0.7g*9片*14板,0.7g*9片*14板,国药准字Z20080627,月售1份,评分4,259.7,322
1686,九芝堂 桂附地黄丸 360丸,360丸,国药准字Z43020144,,评分4.2,35.5,
1687,金戈 枸橼酸西地那非片 50mg*3片/盒,50mg*3片,国药准字H20143255,,,120,
1688,【处方药】金戈 枸橼酸西地那非片 50mg*2片,50mg*2片,国药准字H20143255,,,88,
1689,双井 复方石韦胶囊 0.35g*12粒*3板,0.35g*12粒*3板,国药准字Z20060290,,评分4,15,
1690,海虹 热淋清片(今辰) 0.5g*24片/盒,0.5G*24片,国药准字Z20050830,,,17.5,
1691,【处方药】苏中 黄葵胶囊 0.5g*15s*3板,0.5g*15粒*3板/盒,国药准字Z19990040,,,52.5,
1692,【处方药】哈乐 盐酸坦索罗辛缓释胶囊 0.2mg*10粒,0.2mg*10粒,国药准字H20000681,,,60,
1693,正大 尿感宁颗粒 5g*6袋,5g*6袋,国药准字Z20023016,,,18,
1694,仁和 肾石通颗粒 15g*12袋/盒,15g*12袋/盒,国药准字Z36021794,,,39.8,
1695,仁和 桂附地黄丸216S(每8s相当于原生药3g)(浓缩丸),216S(每8s相当于原生药3g)(浓缩丸),国药准字Z36021691,,,18.9,
1696,仁和 五子衍宗丸 6g*10袋,6g*10袋,国药准字Z36021703,,,44.1,
1697,[仁和]普乐安片0.57g(含油菜花粉0.5g)x72片,,,,,24.2,
1698,【处方药】俊宏 前列舒乐胶囊 0.4g*15粒*2板,0.4g*15粒*2板,国药准字Z20090072,,,18,
1699,以岭 八子补肾胶囊 0.4g*20粒*3小盒,0.4g*20粒*3,国药准字B20020585,,,258,
1700,【处方药】亚邦 枸橼酸西地那非片 0.1g*2片/盒,0.1g*2片,国药准字H20150003,,评分4,169,
1701,仁和 肾宝胶囊 0.5gx9粒x8板,0.5gx9粒x8板,国药准字Z20090387,,,156.8,
1702,汇仁 肾宝片 0.7g*9片*8板,0.7g*9片*8板,国药准字Z20080627,,,225,
1703,三金 三金片 54片,0.29g*18片*3板,国药准字Z45021645,月售8份,评分5,21.6,27.1
1704,必利劲 盐酸达泊西汀片 30mg*3片,30mg*3片,国药准字H20130184,月售3份,,198,
1705,仁和 肾宝胶囊 0.5gx9粒x14板,0.5gx9粒x14板,国药准字Z20090387,,,295,
1706,同仁堂 金匮肾气丸(水蜜丸) 360粒/瓶,360粒/瓶,国药准字Z11020147,,评分4,16,
1707,仁和 全鹿丸 9g*10袋/盒,9g*10袋,国药准字Z36021697,,,50.4,
1708,万艾可 枸橼酸西地那非片 25mg*7片/盒,25mg*7片/盒,详见说明书,月售1份,,198,
1709,万艾可 枸橼酸西地那非片 50mg*5片,50mg*5片,国药准字H20020527,,,248,
1710,【处方药】同仁堂 金匮肾气丸 6g*10粒,6g*10粒,国药准字Z11020054,,,14,
1711,【处方药】施强 复方玄驹胶囊 0.42g*54粒,0.42g*54粒,国药准字Z20060462,,,138,
1712,【处方药】万菲乐 枸橼酸西地那非片 0.1g*1片,0.1g*1片,国药准字H20150003,,,98,
1713,万艾可 枸橼酸西地那非片 100mg*5片,100mg*5片,国药准字H20020528,,,418,
1714,仲景 右归丸9g*9袋小蜜丸,9g*9袋小蜜丸,国药准字Z41022170,,,49,
1715,【处方药】兰太  苁蓉益肾颗粒  2g*6袋,2g*6袋,国药准字Z20030099,,,39,
1716,太和 前列倍喜胶囊 0.4gx54粒/盒,0.4gx54粒,国药准字Z20025028,,,45,
1717,双星 前列回春胶囊  0.3g*30粒/盒,0.3g*30粒,国药准字z22020700,,,23,
1718,希爱力 他达拉非片 5mg*28片,5mg*28片,注册证号H20170022,月售1份,,750,
1719,希爱力 他达拉非片 20mg*4片,20mg*4片,注册证号H20170285,,,398,
1720,【处方药】康臣 尿毒清颗粒(无糖型) 5g*15袋,5g*15袋,国药准字Z20073256,,,65,
1721,保列治 非那雄胺片 5mg*10s,5mg*10s,国药准字H20150143,,,60,
1722,【处方药】科迪 癃闭舒胶囊 0.3g*36粒,0.3g*36粒,国药准字Z10960007,,,33,
1723,前列康 普乐安片 60片,60片,国药准字Z33020303,,,19,
1724,弥凝 醋酸去氨加压素片 0.1mg*30s,0.1mg*30s,国药准字H20140285,,,190,
1725,万艾可 枸橼酸西地那非片 0.1g*10片,0.1g*10片,国药准字H20020528,,,828,
1726,希爱力 他达拉非片 20mg*8片,20mg*8片,注册证号H20170285,,,730,
1727,万艾可 枸橼酸西地那非片 50mg*10片/盒（新旧包装随机发货）,50mg*10片,国药准字H20020527,月售1份,,460,
1728,积大本特 盐酸坦洛新缓释片 0.2mg*14片/盒,0.2mg*14片,国药准字H20051461,,,58,
1729,仁和 前列安通胶囊  0.28g*45粒/盒,0.28g*45粒,国药准字Z20090294,,,37.5,
1730,东泰  八正颗粒  8g*6袋/盒,8g*6袋,国药准字Z20050045,,,39.7,
1731,协和瑞草 男宝胶囊 0.3g*10粒*2板/盒,0.3g*10粒*2板/盒,国药准字Z12020427,,,35.2,
1732,银涛 右归胶囊 0.45gx12粒x3板/盒,0.45g*36粒/盒,?国药准字Z20030134,,,34,
1733,康恩贝 龙金通淋胶囊 24粒/盒,24粒,国药准字Z20025499,,,108,
1734,【处方药】科罗迪 复方α-酮酸片 0.63g*100片,0.63g*100s,国药准字H20093176,,,138,
1735,开同 复方α-酮酸片 0.63g*100片,0.63g*100片,国药准字H20041442,,,248,
1736,【处方药】廖元和堂  生精胶囊  0.4g*24粒,0.4g*24粒,国药准字Z20027672,,,68,
1737,卫喜康 琥珀酸索利那新片 5mg*10s,5mg*10s,国药准字H20140096,,,108,
1738,东维力 左卡尼汀口服溶液 10ml:1g*6支,10mL,国药准字H19990372,,,68,
1739,美颜瘦身组合([仁和]奥利司他胶囊+养生堂牌天然维生素E软胶囊),,,,,308,
1740,雅塑 奥利司他胶囊 0.12g*6粒,0.12g*6粒,国药准字H20123131,月售8份,评分4.2,68,
1741,优甲乐 左甲状腺素钠片 50ug*100片,50ug*100片,国药准字H20100523,月售4份,,35,
1742,雅塑 奥利司他胶囊 60mg*4粒*2板,60mg*4粒*2板,国药准字H20133171,月售1份,,68,
1743,仁和 奥利司他胶囊 21粒,60mg*21粒/盒,国药准字H20173076,,,288,
1744,赛治 甲巯咪唑片 10mg*50片,10mg*50片,国药准字H02020534,月售2份,,32,
1745,【3盒装】[雅塑]奥利司他胶囊60mgx4粒x2板x3盒,,,月售3份,,88.8,
1746,美颜瘦身组合,,,,,659,
1747,防暑降温组包([曼秀雷敦]复方薄荷脑软膏+[仁和]藿香正气胶囊+[水仙]风油精),,,,,25.8,
1748,飞赛乐 盐酸苯环壬酯片 2mg*6片,2mg*6片,国药准字H10970083,,,29.8,
1749,神威 藿香正气软胶囊 0.45g*36粒,0.45g*36粒,国药准字Z13020797,月售7份,评分4,31.3,
1750,天士力 藿香正气滴丸 2.6g*9袋,2.6g*9袋（薄膜衣）,国药准字Z20000048,月售2份,,22.8,
1751,纷乐 硫酸羟氯喹片 0.1g*14片/盒,0.1g*14片,国药准字H19990263,月售1份,,29.8,
1752,美卓乐 甲泼尼龙片 4mg*30片,4mg*30片,国药准字H20110064,月售1份,,33.5,
1753,龙虎 龙虎人丹 40mg*100粒,40mg*100片,国药准字Z20025168,,,13.1,
1754,宏宇 万金香气雾剂 20g*2支,20G*2支,国药准字Z20026302,,,59.6,
1755,太极 藿香正气口服液 10ml*10支,10ml*10支,国药准字Z50020409,月售7份,评分4.4,27.8,
1756,泰华堂 藿香正气水 10ml*10支,10ml*10支,国药准字Z51020058,月售3份,评分4.3,7.9,
1757,同仁堂 仁丹 30粒/袋,30粒/袋,国药准字Z11020497,,,3.7,
1758,欧意 藿香祛暑软胶囊 0.45g*12粒*2板,0.45G*24粒,国药准字Z20055266,,,38.6,
1759,[仁和]藿香正气合剂10mlx6支,,,,,12.6,
1760,仁和 盐酸地芬尼多片 25mg*8片,25mg*8片/盒,国药准字H37022609,,,6.8,
1761,仁和 藿香正气胶囊 0.3g*24粒,0.3g*24粒,国药准字Z20054729,月售7份,评分5,14.21,17.4
1762,泰恩康 藿香正气丸 60丸,60丸,国药准字Z34020674,,,9.8,
1763,同仁堂 藿香正气水 10ml*10支,10ml*10支,国药准字Z11020377,月售28份,评分4.3,12.25,18.4
1764,怡含宁 茶苯海明含片 20mg*6片,20mg*6S,国药准字H20000481,月售3份,评分4,14.5,
1765,[北洲]白凡士林,,,月售3份,评分4.2,13.1,
1766,[京益]茶苯海明片,,,,,15.2,
1767,千金 盐酸地芬尼多片 25mg*30片,25mg*30片,国药准字H43020325,,,10.8,
